Store Name,Address,Instagram,Store Type,City,# of Stores,State,ZIP Code,Customers,Brands,Categories,Specialties,Website,Phone,Facebook,Twitter
Mount Royal Market,"1600 Woodland Avenue, Duluth, MN 55803, United States of America",https://www.instagram.com/direct/t/17845305050481526/,Independent Grocery,Duluth,2,MN,55803,,freestyle_snacking; smash_foods; rishi_tea,,,,,,
Mountainside,"TrendSetter Boutique, 6223 Highway 9, Felton, CA 95018, United States of America",https://www.instagram.com/mountainside_made,Boutique Grocer,Felton,2,CA,95018,,diaspora_co; fish_wife; graza,Pantry + Wellness; Kids + Crafts; Outdoor + Adventure; Apothecary; Books + Paper; New Arrivals; Spirit + Ritual; Home Goods; Jewelry; Gift Ideas,curated; sustainable; artisanal; small-batch,,,,
Mouse Hole Cheese Shop,"442 Carlisle Boulevard Northeast, Albuquerque, NM 87106, United States of America",https://www.instagram.com/direct/t/17843153390730093/,Independent Grocery,Albuquerque,1,NM,87106,,brightland; graza,,,,,,
Mr Mango,"59 Lafayette Ave., Brooklyn, NY, 11217",https://www.instagram.com/direct/t/17847080598193970/?hl=en,Independent Grocery,Brooklyn,5,NY,11217,,bjorn_qorn; rishi_tea; blobs; brightland; loisa; coconut_cult; glonuts,Blankets; Towels; Furniture; Indoor Plants; Art; Home Accessories; Lighting; Design Services; Customization; Trade Program,artisanal; curated; sustainable; customization; local,,,https://www.facebook.com/MRdesigncollective/,
Mt Mama Natural Foods,"1625 West Uintah Street, Colorado Springs, CO, 80904",http://instagram.com/mmnfoods,Supermarket,Colorado Springs,1,CO,80904,,yolele,Grocery; Organic Produce; Deli; Bakery; Supplements; Body Care; Frozen Foods; Bulk Foods; Bulk Herbs; Perishables,organic; local; natural; sustainable; prepared foods,,,https://www.facebook.com/mountainmamanaturalfoods,
Mt. Bagel,"Mt. Bagel, 801 26th Avenue East, Seattle, WA 98112, United States of America",https://www.instagram.com/mt_bagel,Independent Grocery,,1,WA,98112,,narra,,artisanal; local,,,,
Muddys Bake Shop,"2497 Broad Avenue, Memphis, TN, 38112",https://www.instagram.com/direct/t/119304642789875/,Bakery,Memphis,1,TN,38112,,spice_walla,,,,,,
Mulberry Lane Country,"4009 Emerson Avenue, Parkersburg, WV 26104, United States of America",https://www.instagram.com/direct/t/114154486646354/,Independent Grocery,Parkersburg,1,WV,26104,,spice_walla,,,,,,
Mustard Seed,"The Mustard Seed Natural Market, 969 Arsenal Street, City of Watertown, NY 13601, United States of America",https://www.instagram.com/direct/t/110335560366914/,Independent Grocery,Watertown,12,NY,13601,,a_dozen_cousins; alice_mushrooms; chomps; unreal_snacks; coconut_cult; masa_chips; rishi_tea,Bulk Herbs & Spices; Herbal Teas; Aromatherapy Products; Natural Body Care Products; Supplements; Glassware; Gifts; Body & Massage Oils; Bath Salts; Herbal Bath Blends,local; sustainable; farm-to-table; organic; natural; herbal; aromatherapy,,,https://www.facebook.com/pages/Mustard-Seed-Cafe-Jacksonville-Oregon/163215703712324,
My Corner Butcher,"508 North Poindexter Street, Elizabeth City, NC, 27909",https://www.instagram.com/direct/t/17842456184716578/,Butcher/Meat Shop,Elizabeth City,1,NC,27909,,spice_walla,,,,,,
Namaste Indian Street Food,"3521 Greenway Drive, Evans, GA 30809, United States of America",https://www.instagram.com/namastestreetfoodaugusta/,Independent Grocery,Evans,1,GA,30809,,chikka_chikka; droosh,,international; authentic,,,https://www.facebook.com/streetfoodaugusta,
Naomi And Warner,"13 North Main Street, Sumter, SC, 29150",https://www.instagram.com/direct/t/117867759607917/,Independent Grocery,Sumter,1,SC,29150,,spice_walla,,,,,,
Narrowsburg Proper,"44 Main Street, Narrowsburg, NY 12764, USA",https://www.instagram.com/narrowsburgproper,Deli/Prepared Foods,,2,NY,12764,Zuva,alice_mushrooms; spice_walla,Craft Beer; Cider; Non-Alcoholic Beverages; Prepared Foods; Frozen Foods; Sandwiches; Souvenirs; Snacks; Vegan Options; Gluten-Free Options,local; curated; artisanal; prepared foods; vegan; gluten-free; sustainable,,,https://www.facebook.com/narrowsburgproperny,
Natura Market,"4220 Hyde Park Boulevard, Niagara Falls, NY 14305, United States of America",https://www.instagram.com/direct/t/17849352726094015/,Independent Grocery,Niagara Falls,1,NY,14305,,brightland; masa_chips,,,,,,
Natural Food,"500 S Main St., Searcy, AR 72143, USA",https://www.instagram.com/clarksnutrition/,Natural/Organic Market,,6,AR,72143,,alice_mushrooms; bjorn_qorn; yolele; chomps; unreal_snacks; coconut_cult; stellar_snacks; loisa; rishi_tea,,sustainable; organic,,,https://www.facebook.com/NaturalFoodStore21,
Natural Grocers By Vitamin Cottage,"Dr. Tattoff, 11661 Preston Road, Dallas, TX 75248, United States of America",http://instagram.com/utahmotoshop,Natural/Organic Market,Dallas,49,TX,75230,,a_dozen_cousins; rishi_tea; smash_foods; chomps; unreal_snacks,Bulk Foods; Organic Produce; Frozen; Body Care; Household Products; Pet Products; Household; Dairy; Vitamins & Supplements; Meat & Seafood; Frozen Foods; Grocery; 100% Organic Produce; Grab & Go; Dairy Products; Dietary Supplements; Books; Organic Pet Products; Frozen Products; Motorcycle Services; Automotive Services,organic; natural; curated; health-focused; sustainable; local; plant-based; affordable; dietary supplements; mechanical expertise; customer service,,,https://www.facebook.com/naturalgrocers,
Natural Living Center,"Natural Living Center, 209 Longview Drive, Bangor, ME 04401, United States of America",https://www.instagram.com/direct/t/100868861310554/,Natural/Organic Market,,2,ME,4401,Zuva,coconut_cult; smash_foods; rishi_tea; yolele,,organic; natural remedies; sustainable; wellness,,,https://www.facebook.com/NaturalLivingCenterME,https://twitter.com/naturallivingce
Natural Market,"72-56 Austin St, Queens, NY, 11375",https://www.instagram.com/smallwineshop/,Independent Grocery,Queens,2,NY,11375,,bjorn_qorn; rishi_tea; cauli_puffs; the_only_bean,,,,,,
Neskowin Trading Company,"Neskowin Trading Company, Neskowin, OR, 97149",https://www.instagram.com/direct/t/108301913898758/,Independent Grocery,Neskowin,1,OR,97149,,graza,,,,,,
Nest,"147 Water Street, Warren, RI 02885, USA",https://www.instagram.com/thenest.nyc/,Deli/Prepared Foods,,4,RI,2885,,alice_mushrooms; brightland; chikka_chikka; zabs_hot_sauce,Chicken; Eggs; Prepared Foods; Local Flavor; Gourmet; Candles; Jewelry; Infant Gifts; Engagement & Wedding Gifts; Gifts for the Host & Hostess; Best Sellers,free range; local; gourmet; prepared foods; artisanal; curated,,,https://www.facebook.com/profile.php?id=61576385567097,
New Earth Market,"864 East Avenue, Chico, CA 95926, United States of America",https://www.instagram.com/direct/t/109238787144370/,Independent Grocery,Chico,6,CA,95926,,a_dozen_cousins; behave; chomps; unreal_snacks; diaspora_co; smash_foods; loisa,,,,,,
New England Fishmongers,"New England Fishmongers, 57 State Road, Kittery, ME 03904, United States of America",http://instagram.com/nefishmongers,Independent Grocery,Kittery,1,ME,3904,,fish_wife; graza,,local; sustainable; artisanal,,,http://Facebook.com/newenglandfishmongers,
New Front Sol Nutr,"Mission Santa Inés, 1760 Mission Drive, Solvang, CA 93464, United States of America",https://www.instagram.com/nfsolvang/,Independent Grocery,SOLVANG,1,CA,93463,,a_dozen_cousins,,,,,,
New Frontiers Natural Marketplace,"New Frontiers Natural Marketplace, Ainsworth Drive, Prescott, AZ 86301, United States of America",https://www.instagram.com/nfsolvang/,Independent Grocery,,2,AZ,86301,,blobs; unreal_snacks; rishi_tea,,,,,,
New Leaf,"New Leaf Community Market, 1101 Fair Avenue, Santa Cruz, CA 95060, United States of America",https://www.instagram.com/newleafcmarket/,Supermarket,Santa Cruz,16,CA,95060,,btr_bar; unreal_snacks; smash_foods; chomps; coconut_cult; fish_wife; one_trick_pony; rishi_tea,Beverages; Snacks; Sustainable Products; Community Support; Health Foods; Gourmet; Vegan; Organic Foods; Gift Cards; Catering; Vegan Options; Dairy; Seasonal Items; Organic; Produce; Prepared Foods; Recipes; Frozen Foods; Hunger Relief; Wellness; Local Goods; Adult Martial Arts; Teen’s Martial Arts; Afterschool Program; Kid’s Martial Arts; Durable Medical Equipment; Immunizations; Long Term Care Pharmacy; Medication Synchronization; Medication Therapy Management; Gift Shop; Medication Adherence; Multi-Dose Packaging; Curbside Pickup; Health Services,prepared foods; organic; gourmet; community support; sustainable; local; hunger relief; plant-based; vegan; leadership skills; confidence; character development; self-discipline; durable medical equipment; long-term care; immunizations; medication management,,,https://www.facebook.com/NewLeafCMarkets/,
New Lebanon Farmers Market Llc,"528 Route 20, New Lebanon, NY, 12125",https://www.instagram.com/mtlebanonfarmersmarket/,Farmers Market,New Lebanon,3,NY,12125,,bjorn_qorn; chikka_chikka; zabs_hot_sauce; shuug,Turkeys; Roasts; Chicken; Prepared Foods; Artisan Bread; Baked Goods; BBQ; Farm Produce; Fish; Fruit; Honey; Pizza; Salsa & Burritos; Take Home Refrigerated Beef & Chicken,local; farm-to-table; prepared foods; artisanal; sustainable,,,https://www.facebook.com/MtLebanonFarmersMarket,https://www.x.com/@MtLebanonFM
New Moon Natural Foods,"119 S. Batavia Ave., Batavia, IL, 60119",http://instagram.com/newmoon.vegan,Bakery,Batavia,4,IL,60119,,bjorn_qorn; fish_wife; smash_foods; rishi_tea,Bakery; Pastries; Breads; Savory Treats; Holiday Preorders,vegan; small-batch; plant-based; local; seasonal,,,https://www.facebook.com/newmoonvegan,
New Orleans Food,"La Quinta Inn New Orleans West Bank / Gretna, 50 Terry Parkway, Gretna, LA 70056, United States of America",https://www.instagram.com/nolafoodcoop/,Independent Grocery,New Orleans,3,LA,70056,,chomps; unreal_snacks; loisa; narra; rishi_tea,Dry Goods; Produce; Prepared Foods; Natural Body Care; Bulk Goods; Cheeses; Meat,outdoor pool; free breakfast; pet-friendly; free WiFi; prepared foods; natural; sustainable; local; community-owned,,(504)264-5579,https://www.facebook.com/Neworleansfoodcoop/?fref=ts,https://twitter.com/nolafoodcoop?ref_src=twsrc%5Etfw
New York Butcher Shoppe,"5 Madison Avenue, New York, NY 10010, United States of America",https://www.instagram.com/editionhotels/,Butcher/Meat Shop,New York,10,NY,10010,,behave; fish_wife; realsy; freestyle_snacking; loisa; masa_chips,,,,,,
Newark Natural Foods,"Main Street Movies 5, 230 East Main Street, Newark, DE 19711, United States of America",http://www.instagram.com/newarknaturalfoods/,Supermarket,Newark,4,DE,19711,,a_dozen_cousins; blobs; loisa; whims; rishi_tea,,local; sustainable; healthy; community-focused,,,https://www.facebook.com/NewarkNaturalFoods/,
Newburgh Mercantile,"75 Broadway, City of Newburgh, NY 12550, United States of America",https://www.instagram.com/direct/t/121716295888518/,Independent Grocery,Newburgh,1,NY,12550,,spice_walla,,,,,,
Newport Ave. Market,"1121 NW Newport Avenue, Bend, OR 97703, United States of America",https://www.instagram.com/direct/t/109926340401453/?hl=en,Independent Grocery,Bend,1,OR,97703,,diaspora_co,,,,,,
Newry General Store & Cafe,"701 Broadway Street, Seneca, SC, 29665",https://www.instagram.com/direct/t/105906577545913/,Gift/Specialty Shop,Seneca,1,SC,29665,,spice_walla,,,,,,
Nibblins,"Nibblins, 27 North Loudoun Street, Winchester, VA 22601, United States of America",https://www.instagram.com/direct/t/115654549831768/,Independent Grocery,Winchester,1,VA,22601,,spice_walla,,,,,,
Nicewonder Farm & Vineyards,"22010 Nicewonder Drive, Bristol, VA, 24202",https://www.instagram.com/direct/t/103538661046778/,Independent Grocery,Bristol,1,VA,24202,,spice_walla,,,,,,
Nicos Ice Cream,"Nico's Ice Cream, 1615 Northeast Killingsworth Street, Portland, OR 97211, United States of America",https://www.instagram.com/direct/t/17846827772542881/,Independent Grocery,,1,OR,97211,,graza,,,,,,
Niemann Harvest Market,"Niemann Harvest Market, 2140 East 116th Street, Carmel, IN 46033, United States of America",https://www.instagram.com/harvestmarketchampaign/,Supermarket,,3,IN,46033,,coconut_cult; rishi_tea,"Bakery; Butcher Shop; Cheese Shop; Seafood; Wine, Beer, and Spirits; Pharmacy; Deli; Floral; Fresh Sushi; Meal Kits",local; artisanal; sustainable; farm-to-table; prepared foods,,,https://www.facebook.com/HarvestMarketChampaign/,
Nob Hill,"Nob Hill Foods, 809 Bay Avenue, Capitola, CA 95010, United States of America",https://www.instagram.com/raleys/,Supermarket,Capitola,47,CA,95010,,btr_bar; smash_foods; fish_wife; chomps; unreal_snacks; coconut_cult; evies_snacks; freestyle_snacking; joon; one_trick_pony; whims; loisa; rishi_tea; stellar_snacks,Seafood; Beverages; Snacks; Health Foods; Household Essentials; Household; Personal Care; Dairy; Bakery; Produce; Meat; Frozen Foods; Smoothies; Bowls; Bites; Juices; Plant-based Foods; Gluten-free Options; Nut-free Options; Healthy Snacks; Protein-packed Foods; Household Items; Living Room; Bedrooms; Dining Room; Home Decor; Office; Kids; Mattresses; Outdoor; Storage and Organization; Lighting; Deli; Online Groceries; Wines; Sandwiches; Fine Wines; Local Products; Grill Items; Prepared Foods; Organic; Catering; Grocery,farm-to-table; artisanal; prepared foods; organic; gourmet; sustainable; local; plant-based; gluten-free; nut-free; healthy; customizable; curated,,,https://www.facebook.com/LeBeauMarket,
Nodest,"2452 1/2 Harney Street, Omaha, NE, 68131",https://www.instagram.com/direct/t/17842044968328999/?hl=en,Independent Grocery,Omaha,2,NE,68131,Zuva,bjorn_qorn; rishi_tea,Houseplants; Succulents; Planters; Gardening Supplies; Plant Care; Seeds; Herbs; Indoor Plants; Outdoor Plants; Decorative Pots,sustainable; local; organic; curated; plant-based,,,,
Nook,"11853 lebanon rd, ste 5, mt juliet, TN, 37122",https://www.instagram.com/direct/t/119800759410158/,Independent Grocery,mt juliet,1,TN,37122,,spice_walla,,,,,,
Nordiska,"18925 Front Street Northeast, Poulsbo, WA 98370, United States of America",https://www.instagram.com/direct/t/113456733380146/,Independent Grocery,Poulsbo,1,WA,98370,,spice_walla,,,,,,
Noris Village,"138 Church Street, Saranac Lake, NY 12983, United States of America",https://www.instagram.com/direct/t/119442506111912/?hl=en,Independent Grocery,Saranac Lakes,3,NY,12983,,a_dozen_cousins; bjorn_qorn; unreal_snacks; rishi_tea,Gourmet Foods; Organic Produce; Beverages; Snacks; Health Foods; Gourmet; Wine; Vegan; Local Products; Artisanal Goods; Local; Fresh Produce; Bulk Items; Vegan Options; Dairy; Beer; Produce; Prepared Foods; Artisanal; Wellness; Grocery,artisanal; prepared foods; organic; gourmet; sustainable; local; vegan,,,https://facebook.com/rivervalleycoop,
North Country,"North Country Food Co-op, 25 Bridge Street, City of Plattsburgh, NY 12901, United States of America",https://www.instagram.com/ncfoodcoop/,Supermarket,Plattsburgh,2,NY,12901,Zuva,a_dozen_cousins; bjorn_qorn,Produce; Grocery Staples; Snacks; Meat; Dairy; Bulk Goods; Health Products; Beauty Products; Vegan Options; Gluten-Free Options; Meat & Dairy; Health and Beauty; Vegetarian Options; Allergen-Sensitive Options,local; organic; sustainable; vegan; gluten-free; prepared foods; vegetarian; allergen-sensitive,,,https://www.facebook.com/ncfoodcoop/,
North Shore Farms,"190 Glen Cove Ave, Glen Cove, NY, 11542",https://www.instagram.com/northshorefarms,Supermarket,Glen Cove,15,NY,11542,,bjorn_qorn; blobs; one_trick_pony; loisa; whims; rishi_tea; cauli_puffs; coconut_cult; glonuts; graza; spice_walla; unreal_snacks,Prepared Foods; Gourmet Items; Deli; Pasta Dishes; Meat; Vegetables; Seafood; Baked Goods; Snacks; Beverages; Pasta,fresh; gourmet; prepared foods; local; affordable,,,https://www.facebook.com/northshorefarms,
Nostrand Health Food,"1432 Nostrand Avenue, Brooklyn, NY, 11226",https://www.instagram.com/direct/t/113072873416684/,Health/Supplement Store,Brooklyn,1,NY,11226,,yolele,,,,,,
Nothing Bundt Cakes,"1838 Hendersonville Road, Asheville, NC, 28803",https://www.instagram.com/direct/t/114305109964317/,Independent Grocery,Asheville,1,NC,28803,,spice_walla,,,,,,
Nourish Marketplace,"8250 Highway 70 S, Nashville, TN, 37221",https://www.instagram.com/direct/t/113241436763199/,Independent Grocery,Nashville,2,TN,37221,,spice_walla; stellar_snacks,,fresh; healthy; Thai; home cooking,,,,
Now Serving,"Howlin' Ray's, 727 North Broadway, Los Angeles, CA 90012, United States of America",https://www.instagram.com/howlinrays/,Boutique Grocer,Los Angeles,4,CA,90012,,brightland; fly_by_jing; rooted_fare; yolele,"Cookbooks; Presale Titles; New Titles; Signed Books; General Cooking; Health, Wellness & Special Diets; Baking; Food Writing & Memoirs; Photography / Styling; Children's",artisanal; gourmet; prepared foods; curated; international,,,https://www.facebook.com/howlinrays,https://x.com/howlinrays
Ns2 Nutrition Smart,"1821 Bruce B Downs Boulevard, Wesley Chapel, FL, 33543",https://www.instagram.com/direct/t/120360306022996/,Health/Supplement Store,Wesley Chapel,2,FL,33543,Zuva,yolele,"Fresh Produce; Grocery; Vitamins, Supplements & Herbs; Body Care; Sports Nutrition; Bulk Foods; Nutrition Smart Private Label; Specialty Diets; Organic; Gluten-Free; Vitamins; Supplements; Herbs; Deals",organic; gluten-free; paleo; plant-based; keto; sugar-free; dairy-free; non-GMO; soy-free; tree-nut-free,,,,
Nsa Supermarket 472,"Ideal Food Basket, 89-30 Sutphin Boulevard, New York, NY 11435, United States of America",https://www.instagram.com/idealsupermarkets/,Supermarket,Queens,1,NY,11435,,brightland,,,,,https://www.facebook.com/idealsupermarkets/,
Nugget,"2639 Nugget Nugget Drive, Calaveras County, CA 95249, United States of America",https://www.instagram.com/nuggetmarkets/,Supermarket,Tiburon,41,CA,95249,,chomps; unreal_snacks; zabs_hot_sauce; fish_wife; neuro_gum; one_trick_pony; smash_foods; loisa; rishi_tea,Gourmet Foods; Prepared Meals; Juices; Beverages; Sandwiches; Snacks; Coffee; Gift Cards; Fresh Produce; Bakery; Dairy; Produce; Smoothies; Recipes; Catering; Specialty Foods; Health Foods; Specialty Items; Coffee & Juice; Seafood; Prepared Foods; Meat; Grocery; Local Products,artisanal; prepared foods; organic; gourmet; sustainable; local; farm-to-table,,(415)388-2770,,
Numbian Markets,"2565 Washington Street, Boston, MA, 02119",http://instagram.com/nubianmarkets,Independent Grocery,Boston,1,MA,2119,,yolele,Grocery; Butchery; Cafe; Catering; Gathering Space,halal; humanely-raised; local; international,,,https://www.facebook.com/nubianmarkets/,
Nutrition Stop,"1990 Health Street, Waterloo, IA 50703, United States of America",https://instagram.com/,Health/Supplement Store,St. Peters,3,IA,50703,,fly_by_jing; unreal_snacks; rishi_tea; smash_foods,,occupational therapy; physical therapy; health sciences; nursing,,(636)928-7550,https://facebook.com/,
Nuts N Berries,"4274 Peachtree Road NE, Brookhaven, GA 30319, USA",https://www.instagram.com/direct/t/111311356932050/,Independent Grocery,,6,GA,30319,,alice_mushrooms; rishi_tea; chomps; coconut_cult; freestyle_snacking; masa_chips; spice_walla,"Supplements; Vitamins & Minerals; Superfood and Whole Food Supplements; Metaphysical Gifts, Jewelry & Candles; Clean Beauty; Household Cleaners & Supplies; Gut Health; Nut Butters; Honey; Pantry Staples",organic; local; curated; sustainable,,,,
O+V,"306 S White Street, Wake Forest, NC, 27587",Fishwife,Independent Grocery,Wake Forest,1,NC,27587,,spice_walla,,,,,,
Oak Grove Market,"Oak Grove Market, 2757 Lavista Road, Decatur, GA 30033, United States of America",https://www.instagram.com/oakgrovemarketdecatur/,Independent Grocery,Decatur,2,GA,30033,,brightland; masa_chips,,,,,,
Oakes Farm,"Dunkin', 4835 Immokalee Road, Naples, FL 34110, United States of America",https://www.instagram.com/direct/t/109770430567269/,Deli/Prepared Foods,Naples,2,FL,34110,Zuva,masa_chips; rishi_tea,Beverages; Breakfast Sandwiches; Donuts; Snacks; Coffee; Bagels; Sandwiches; K-Cup Pods; Protein Drinks; Meal Deals,gourmet; prepared foods; sustainable,,,https://www.dunkindonuts.com/en,https://twitter.com/dunkindonuts
Oat Bakery,"316 North Cañada Street, Santa Barbara, CA 93103, United States of America",https://www.instagram.com/direct/t/110192137040366/,Bakery,Santa Barbara,1,CA,93103,,graza,,,,,,
Ob // Humble Bouj,"101 South 12th Street, Tampa, FL 33602, United States of America",https://www.instagram.com/ihauljunk/,Independent Grocery,Tampa,1,FL,33602,,brightland,Appliance Removal; Boat Removal; Bulk Pickup; Cardboard Removal; Commercial Waste Management; Construction Debris Removal; Deck Removal; Estate Cleanouts; Furniture Removal; Hot Tub Removal,sustainable; local; environmentally friendly; recycling,,,https://www.facebook.com/ihauljunks/,https://www.x.com/iHaulJunk1
Ocean City Organics,"Ocean City, 61 Diauto Drive, Randolph, MA 02368, United States of America",https://www.instagram.com/oceancityorganics48/,Natural/Organic Market,,2,MA,2368,,coconut_cult; rishi_tea,,,,,,
Oday Cache,"317 Broadway, Fargo, ND 58102, United States of America",https://www.instagram.com/odaycache/,Independent Grocery,Fargo,1,ND,58102,,fish_wife; graza,,,,,,
Odd Provisions,"Odd Provisions, 3301 11th Street Northwest, Washington, DC 20010, United States of America",https://www.instagram.com/oddprovisions/,Deli/Prepared Foods,WASHINGTON,2,DC,20010,,a_dozen_cousins; smash_foods; spice_walla,Prepared Meals; Craft Beer; Groceries; Gift Baskets; Natural Wine,prepared foods; curated; local; craft,,,https://www.facebook.com/Odd-Provisions-583376881833395/?fref=ts,https://twitter.com/oddprovisions
Of All Places Market,"1841 Solano Avenue, Berkeley, CA, 94707",https://www.instagram.com/p/DRnR9l7EuqZ/,Wine/Beer/Liquor,Berkeley,2,CA,94707,,bjorn_qorn; stellar_snacks; diaspora_co; zabs_hot_sauce,Specialty Groceries; Gift Boxes; Sweet Treats; Beer; Sandwiches; Prepared Foods; Snacks; Wine; Pantry Essentials,artisanal; curated; local; small-batch,,,,
Off The,"317 East Market Street, Meeker, CO 81641, United States of America",https://www.instagram.com/direct/t/17842066439360498/,Independent Grocery,Meeker,2,CO,81641,,fish_wife; spice_walla,,,,,,
Off Track Ice Cream,"29003 Off Track Trail, Evergreen, CO 80439, United States of America",https://www.instagram.com/direct/t/108527620543204/,Independent Grocery,,2,CO,80439,,graza,,,,,,
Old Colony Smokehouse,"407 S. Broad Street, Edenton, NC, 27932",https://www.instagram.com/direct/t/117429092983754/,Independent Grocery,Edenton,1,NC,27932,,spice_walla,,,,,,
Old Main Mercantile,"201 Academy Rd., Starkville, MS, 39759",https://www.instagram.com/direct/t/17846743679774717/,Independent Grocery,Starkville,1,MS,39759,,spice_walla,,,,,,
Old Souls Farm,"42692 Pocahontas Road, Baker City, OR 97814, United States of America",https://www.instagram.com/direct/t/105162914215828/,Independent Grocery,Baker City,2,OR,97814,,fish_wife; masa_chips; rishi_tea,,,,,,
Olde Hickory Station,"232 Government Ave. SW, Hickory, NC, 28602",https://www.instagram.com/oldehickorystation/,Independent Grocery,Hickory,1,NC,28602,,spice_walla,,,,,,
Ole Timey Meats,"910 Chapin Road, Chapin, SC, 29036",https://www.instagram.com/direct/t/17845079925107748/,Independent Grocery,Chapin,1,SC,29036,,spice_walla,,,,,,
Olive,"3117 West Olive Avenue, Burbank, CA, 91505",https://www.instagram.com/,Wine/Beer/Liquor,Burbank,26,CA,91505,,bjorn_qorn; brightland; graza; fish_wife; coconut_cult; pistakio; fly_by_jing; freestyle_snacking; joon; loisa; masa_chips; spice_walla; stellar_snacks; whims,Wine; Spirits; Beverages; Snacks; Food; Wellness Goods; Merch; Accessories; Apothecary; Kitchen + Home; Clothing; Gift Cards; Men's Shop; Meat; Deli; Produce; Bakery; Dairy; Beer; Liquor; Floral; Frozen Foods,artisanal; curated; gourmet; local; organic; gluten-free; plant-based,,,https://www.facebook.com/ShopGardenFresh/,
Olives Gourmet Grocer,"Olives Gourmet Grocer, 3510 East Broadway, Long Beach, CA 90803, United States of America",https://www.instagram.com/olivesgourmetgrocer/,Supermarket,Long Beach,2,CA,90803,,fish_wife; fly_by_jing; spice_walla,Dairy & Non-Dairy; Libations; Dairy; Produce; Can & Jar Goods; Grains & Cereals; Snacks & Desserts; Meats; Pantry Essentials,prepared foods; gourmet; local; artisan,,,https://www.facebook.com/olivesgourmetgrocer,
Oliviers Butchery,"1192 Illinois Street, San Francisco, CA, 94107",https://www.instagram.com/direct/t/115906046466173/,Butcher/Meat Shop,San Francisco,1,CA,94107,,spice_walla,,,,,,
Olssons Fine Foods,"Olsson's Fine Foods, 53 Palmer Square West, Princeton, NJ 08542, United States of America",https://www.instagram.com/direct/t/114365549954409/,Supermarket,Princeton,1,NJ,8542,,fish_wife; spice_walla,,,,,,
Omni Hotels & Resorts,"2353 Veronica Court, Carlsbad, CA 92011, United States of America",https://www.instagram.com/fieldsranchfrisco/,Hotel/Hospitality,Carlsbad,16,CA,92009,,btr_bar; evies_snacks; whims; fish_wife; joon; spice_walla; stellar_snacks,Golf Courses; Dining; Shopping; Resort & Spa; Membership; PGA Coaching Center; Packages; Events; Tournaments; Golf Tee Times; Meetings & Events; Gift Cards; Weddings; Spa; Golf; Experiences; Special Offers; Hotels & Resorts; Loyalty Programs; Business Travel,golf; championship courses; PGA events; family-friendly; luxury resort; genuine hospitality; luxury; experiential; personalized service,,,https://www.facebook.com/fieldsranchfrisco/,
Omo Mercado,"259b East Arrow Highway, Upland, CA, 91786",https://www.instagram.com/omomercado,Boutique Grocer,Upland,4,CA,91786,,bjorn_qorn; rooted_fare; fish_wife; zabs_hot_sauce; graza; masa_chips; whims,Private Events; Workshops; Craft Beer; Wine Club Memberships; Gatherings; Community Gatherings; Wine Club; DJ Sets; Market Events; Food & Beverage Vendors; Natural Wines; DJ Events; Artisan Products; Merchandise; Culinary Experiences; Live Events,artisanal; natural; curated; sustainable; local,,,https://www.facebook.com/omomercado,
Oneota Community Food Co-Op,"Community, 206 South Public Road, Lafayette, CO 80026, United States of America",http://www.instagram.com/eat_at_community/,Co-op,,3,CO,80026,,coconut_cult; masa_chips; smash_foods; rishi_tea,Fare; Cocktails; Rum; Takeout; Events; Gift Cards,artisanal; local; prepared foods,,,http://www.facebook.com/eatatcommunity,
Op Market,"2305 Ocean Park Boulevard, Santa Monica, CA 90405, United States of America",https://www.instagram.com/hoodfamousbakeshop/,Independent Grocery,SANTA MONICA,1,CA,90405,,a_dozen_cousins,,,,,,
Opas Smoked Meats,"410 South Washington, Fredericksburg, TX, 78624",https://www.instagram.com/direct/t/103890594337801/,Independent Grocery,Fredericksburg,1,TX,78624,,spice_walla,,,,,,
Orange Bike Brewing Company,"31 Diamond Street, Portland, ME, 04101",https://www.instagram.com/direct/t/17842927310640271/?hl=en,Wine/Beer/Liquor,Portland,1,ME,4101,,bjorn_qorn; yolele,Food; Beer; Events; Merch,local; sustainable; gluten-free,,,,
Organica Shop,"13467 NW 19th Lane, Miami, FL, 33182",https://www.instagram.com/spartanshippinginc_official/,Natural/Organic Market,Miami,1,FL,33182,,yolele,Shipping Services; Packaging Services; Warehouse & Storage; Door to Door Delivery; Heavy-Duty Equipment Shipping; Personal Effects Shipping; Commercial Goods Shipping; Consolidation Services; Weekly Shipping; Cargo Handling,international; reliable; customer-oriented; consolidation; weekly shipping,,,https://www.facebook.com/Spartan-Shipping-Inc-Miami-Broward-102661155245041,
Organnons Natural Market,"591 Durham Road, Wrightstown, Wrightstown Township, PA 18940, United States of America",https://www.instagram.com/direct/t/115053226556409/?hl=en,Independent Grocery,Wrightstown,4,PA,18940,,a_dozen_cousins; rishi_tea; blobs; the_only_bean; fish_wife; whims,,,,,,
Origins Grocer,"2361 30th Street, San Diego, CA 92104, United States of America",https://www.instagram.com/direct/t/110188890576510/,Independent Grocery,San Diego,2,CA,92104,,diaspora_co; masa_chips; zabs_hot_sauce,,,,,,
Oryana West Community Coop,"3587 Marketplace Circle, Traverse City, MI, 49684",https://www.instagram.com/direct/t/120962782623828/,Co-op,Traverse City,1,MI,49684,,yolele,,,,,,
